Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Femenino,23,20-24,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,26/06/2018,junio,martes,23:00:00,18:00 -23:59,HUILA,NEIVA,EL LIMONAR I HASTA VIII,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,43,41-45,Primaria sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,26/06/2018,junio,martes,6:00:00,6:00 -11:59,HUILA,NEIVA,ASENTAMIENTO BRISAS DEL VENADO,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Arma blanca",Vecino
Sin dato,Masculino,51,51-55,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,26/06/2018,junio,martes,21:00:00,18:00 -23:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,29,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,27/06/2018,junio,miércoles,14:15:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Otro personal de custodia
Lesiones,Masculino,21,20-24,Básica primaria,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,27/06/2018,junio,miércoles,13:30:00,12:00- 17:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Punzante,Arma blanca,No Identificado
Sin dato,Masculino,24,25-30,Bachillerato,Trabajadores de los cuidados personales y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,27/06/2018,junio,miércoles,20:20:00,18:00 -23:59,HUILA,NEIVA,ALTICO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Conocido
Sin dato,Femenino,60,56-60,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,27/06/2018,junio,miércoles,19:00:00,18:00 -23:59,HUILA,NEIVA,RAFAEL AZUERO MANCHOLA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,58,56-60,Bachillerato sin terminar,Conductores de vehículos de motor,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,27/06/2018,junio,miércoles,19:30:00,18:00 -23:59,HUILA,NEIVA,RAFAEL AZUERO MANCHOLA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,35,31-35,Bachillerato,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,28/06/2018,junio,jueves,3:00:00,00:00 - 5:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,30,25-30,Bachillerato,Representantes comerciales y técnicos de ventas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,19:00:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Lesiones,Masculino,19,18-19,Bachillerato sin terminar,Vendedores en quioscos y puestos fijos de mercado,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,19:00:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Lesiones,Femenino,36,36-40,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin dato,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,19:30:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Sin dato,Femenino,25,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,13:00:00,12:00- 17:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,48,46-50,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,28/06/2018,junio,jueves,17:00:00,12:00- 17:59,HUILA,NEIVA,TERMINAL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Amigo (a)
Sin dato,Masculino,22,20-24,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,21:30:00,18:00 -23:59,HUILA,NEIVA,SAN JORGE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Otro
Sin dato,Masculino,30,25-30,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,28/06/2018,junio,jueves,22:00:00,18:00 -23:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,46,46-50,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,28/06/2018,junio,jueves,16:00:00,12:00- 17:59,HUILA,NEIVA,LAS CRISTALINAS,Comuna 8,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Sin dato,Femenino,20,20-24,Bachillerato,Auxiliares administrativos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/06/2018,junio,jueves,20:00:00,18:00 -23:59,HUILA,NEIVA,GUILLERMO LIEVANO,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Herramientas,Policía
Sin dato,Masculino,28,25-30,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,28/06/2018,junio,jueves,17:30:00,12:00- 17:59,HUILA,NEIVA,DARIO ECHANDIA,Comuna 9,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Punzante,Arma blanca,No Identificado
Sin dato,Femenino,40,36-40,Ninguna,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,28/06/2018,junio,jueves,17:00:00,12:00- 17:59,HUILA,NEIVA,SIN DATO,NA,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Otro,Policía
Sin dato,Masculino,75,>61,Ninguna,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,28/06/2018,junio,jueves,10:00:00,6:00 -11:59,HUILA,NEIVA,IPANEMA (E/C),Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,26,25-30,Bachillerato,Representantes comerciales y técnicos de ventas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,29/06/2018,junio,viernes,17:00:00,12:00- 17:59,HUILA,NEIVA,LA VORAGINE,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,22,20-24,Ninguna,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,29/06/2018,junio,viernes,17:00:00,12:00- 17:59,HUILA,NEIVA,LA VORAGINE,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,27,25-30,Primaria sin terminar,Recolectores de material reciclable,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,29/06/2018,junio,viernes,0:00:00,00:00 - 5:59,HUILA,NEIVA,LOS ANDAQUIES,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Femenino,19,18-19,Pregrado sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,29/06/2018,junio,viernes,Sin dato,Sin dato,HUILA,NEIVA,ZONA INDUSTRIAL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,21,20-24,Bachillerato,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,15/07/2018,julio,domingo,16:30:00,12:00- 17:59,HUILA,NEIVA,LA LIBERTAD,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Amigo (a)
Sin dato,Masculino,24,20-24,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,29/06/2018,junio,viernes,15:00:00,12:00- 17:59,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Herramientas",Vecino
Sin dato,Masculino,24,20-24,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Casado (a),Sin dato,29/06/2018,junio,viernes,10:25:00,6:00 -11:59,HUILA,NEIVA,LUIS IGNACIO ANDRADE,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,56,56-60,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,29/06/2018,junio,viernes,10:30:00,6:00 -11:59,HUILA,NEIVA,LUIS IGNACIO ANDRADE,Comuna 9,Cabecera municipal,Retención Ilegal,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,38,36-40,Primaria sin terminar,Mecánicos y ajustadores de máquinas y equipos,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,29/06/2018,junio,viernes,21:30:00,18:00 -23:59,HUILA,NEIVA,PLAZA DE SAN PEDRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,25,25-30,Bachillerato sin terminar,Recolectores de material reciclable,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,29/06/2018,junio,viernes,23:00:00,18:00 -23:59,HUILA,NEIVA,PRADERAS DEL NORTE,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,26,25-30,Técnica/Tecnológica,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Unión libre,Sin dato,30/06/2018,junio,sábado,Sin dato,Sin dato,HUILA,NEIVA,FORTALECILLAS,Corregimiento Fortalecillas,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Femenino,30,25-30,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Separado (a),Sin dato,30/06/2018,junio,sábado,5:40:00,00:00 - 5:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,28,25-30,Bachillerato,Auxiliares de la Policía Nacional,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,30/06/2018,junio,sábado,6:00:00,6:00 -11:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,42,41-45,Bachillerato sin terminar,"Personal doméstico, aseadores, lavanderos, Planchadores y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,30/06/2018,junio,sábado,18:30:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Amigo (a)
Sin dato,Masculino,21,20-24,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,30/06/2018,junio,sábado,1:00:00,12:00- 17:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,47,46-50,Básica primaria,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,30/06/2018,junio,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,SEVILLA,Comuna 3,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,23,20-24,Pregrado sin terminar,"Instructores de educación no formal, vocacional y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,30/06/2018,junio,sábado,12:15:00,12:00- 17:59,HUILA,NEIVA,QUEBRADITAS,Comuna 4,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Lesiones,Femenino,22,20-24,Bachillerato sin terminar,Estudiante,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,30/06/2018,junio,sábado,14:00:00,12:00- 17:59,HUILA,NEIVA,QUEBRADITAS,Comuna 4,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,No Identificado
Sin dato,Femenino,22,20-24,Pregrado sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,30/06/2018,junio,sábado,4:55:00,00:00 - 5:59,HUILA,NEIVA,LAS AMERICAS,Comuna 8,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Caústico,Agentes industriales,Sin dato
Sin dato,Femenino,37,36-40,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Viudo (a),Sin dato,30/06/2018,junio,sábado,22:30:00,18:00 -23:59,HUILA,NEIVA,PRADERAS DEL NORTE,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Femenino,9,05-09,Primaria sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/07/2018,julio,domingo,20:30:00,18:00 -23:59,HUILA,NEIVA,SANTA ISABEL,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Arma de fuego,Arma de fuego,Conocido
Sin dato,Masculino,28,25-30,Técnica/Tecnológica,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,16:00:00,12:00- 17:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Lesiones,Masculino,21,20-24,Bachillerato sin terminar,Oficios varios,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,9:30:00,6:00 -11:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Empleador
Sin dato,Masculino,25,25-30,Técnica/Tecnológica,Mecánicos y ajustadores de máquinas y equipos,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,11:30:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,43,41-45,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,12:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,21,20-24,Básica primaria,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,19:45:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,27,25-30,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,22:30:00,18:00 -23:59,HUILA,NEIVA,JOSE EUSTACIO RIVERA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,27,25-30,Bachillerato sin terminar,"Personal doméstico, aseadores, lavanderos, Planchadores y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,12:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,14:30:00,12:00- 17:59,HUILA,NEIVA,AVENIDA CIRCUNVALAR,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Herramientas",Sin dato
Sin dato,Masculino,37,36-40,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/07/2018,julio,domingo,10:00:00,6:00 -11:59,HUILA,NEIVA,GUILLERMO PLAZAS ALCID,Comuna 3,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Masculino,45,41-45,Pregrado sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,6:00:00,6:00 -11:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,23,20-24,Bachillerato,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,23:00:00,18:00 -23:59,HUILA,NEIVA,JOSE MARIA CARBONELL,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,34,31-35,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,01/07/2018,julio,domingo,16:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Otro,Policía
Sin dato,Masculino,42,41-45,Básica primaria,Oficios varios,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,01/07/2018,julio,domingo,22:00:00,18:00 -23:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Conocido
Sin dato,Masculino,72,>61,Ninguna,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,02/07/2018,julio,lunes,11:00:00,6:00 -11:59,HUILA,NEIVA,EL TRIANGULO,Comuna 1,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,74,>61,Ninguna,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,02/07/2018,julio,lunes,6:00:00,6:00 -11:59,HUILA,NEIVA,EL TRIANGULO,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Cortante,Arma blanca,No Identificado
Sin dato,Femenino,38,36-40,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,02/07/2018,julio,lunes,17:30:00,12:00- 17:59,HUILA,NEIVA,LAS ACACIAS,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,25,25-30,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,02/07/2018,julio,lunes,13:00:00,12:00- 17:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Arma de fuego,"Alguna parte del cuerpo
Arma de fuego",Delincuencia común
Sin dato,Femenino,23,20-24,Bachillerato sin terminar,Vendedores en quioscos y puestos fijos de mercado,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,02/07/2018,julio,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,"SECTOR LAS ACACIAS I I ""VILLA AMARILLA""",Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Otro
